# Метеостанция Мурманск, Россия, WMO_ID=22113, выборка с 01.05.2021 по 01.06.2021, все дни;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Кодировка: UTF-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"# Информация предоставлена сайтом ""Расписание Погоды"", rp5.ru";;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=22113&lang=ru;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Местное время в Мурманске;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
16.05.2021 12:00;3,1;755,9;760,6;0,1;77;Ветер, дующий с востока;3;4;7;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;50,0;-0,5;;;;;;
16.05.2021 09:00;2,3;755,8;760,6;-0,7;83;Ветер, дующий с востоко-юго-востока;2;4;;100%.; ;;;0,7;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;50,0;-0,4;Следы осадков;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
16.05.2021 06:00;1,4;756,5;761,2;-0,5;88;Ветер, дующий с востока;1;3;;100%.; ;;;0,7;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;20,0;-0,4;Следы осадков;12;;;;
16.05.2021 03:00;0,9;757,0;761,8;-0,8;89;Ветер, дующий с востока;3;;6;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20,0;-0,7;;;;;;
16.05.2021 00:00;0,9;757,8;762,6;-0,1;89;Ветер, дующий с востока;4;6;6;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20,0;-0,8;;;;;;
15.05.2021 21:00;1,3;757,9;762,7;-0,5;85;Ветер, дующий с юго-юго-востока;1;3;6;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Дождь.;;1,8;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20,0;-1,0;2;12;;;;
15.05.2021 18:00;1,5;758,4;763,1;-0,9;82;Ветер, дующий с юго-востока;3;5;5;100%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;20,0;-1,3;2;12;;;;
15.05.2021 15:00;1,2;759,3;764,1;-0,4;84;Ветер, дующий с юго-востока;3;5;5;100%.;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;Снег или дождь со снегом.;Дождь.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;-1,2;;;;;;
15.05.2021 12:00;0,2;759,7;764,5;-0,2;87;Ветер, дующий с востоко-юго-востока;2;3;5;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег или дождь со снегом.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;-1,8;;;;;;
15.05.2021 09:00;0,2;759,9;764,7;-0,7;82;Ветер, дующий с востока;2;4;7;100%.;Снег непрерывный слабый в срок наблюдения. ;Ливень (ливни).;Снег или дождь со снегом.;-0,1;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";60%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;-2,5;Следы осадков;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
15.05.2021 06:00;0,2;760,6;765,4;-0,8;78;Ветер, дующий с востока;3;6;8;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;0,2;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20,0;-3,2;Следы осадков;12;;;;
15.05.2021 03:00;0,4;761,4;766,2;-0,4;78;Ветер, дующий с востока;4;7;8;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20,0;-3,1;;;;;;
15.05.2021 00:00;1,0;761,8;766,6;-0,2;77;Ветер, дующий с востока;3;6;9;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20,0;-2,6;;;;;;
14.05.2021 21:00;1,6;762,0;766,8;-0,3;80;Ветер, дующий с востока;4;6;11;90  или более, но не 100%;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;3,9;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;90  или более, но не 100%;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20,0;-1,5;Следы осадков;12;;;;
14.05.2021 18:00;3,1;762,3;767,0;0,1;72;Ветер, дующий с востоко-северо-востока;5;9;10;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20,0;-1,6;1;12;;;;
14.05.2021 15:00;3,6;762,2;766,9;-0,1;74;Ветер, дующий с востоко-северо-востока;6;8;10;100%.;Ливневый снег или ливневый дождь и снег. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20,0;-0,7;;;;;;
14.05.2021 12:00;2,7;762,3;767,1;0,5;81;Ветер, дующий с северо-востока;6;9;11;100%.;Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20,0;-0,3;;;;;;
14.05.2021 09:00;2,0;761,8;766,6;0,7;91;Ветер, дующий с северо-востока;4;8;10;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;1,6;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20,0;0,6;8;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
14.05.2021 06:00;2,0;761,1;765,9;0,1;91;Ветер, дующий с северо-востока;7;10;10;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;1,7;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;10,0;0,7;7;12;;;;
14.05.2021 03:00;2,0;761,0;765,8;0,5;93;Ветер, дующий с северо-северо-востока;4;6;8;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;200-300;;;10,0;0,9;;;;;;
14.05.2021 00:00;2,2;760,5;765,2;0,6;93;Ветер, дующий с севера;5;7;10;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;200-300;;;10,0;1,2;;;;;;
13.05.2021 21:00;2,9;759,9;764,6;0,5;91;Ветер, дующий с севера;8;9;9;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;10,3;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20,0;1,5;2;12;;;;
13.05.2021 18:00;4,1;759,4;764,1;1,1;89;Ветер, дующий с севера;5;7;10;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;20,0;2,4;2;12;;;;
13.05.2021 15:00;5,2;758,3;763,0;1,9;91;Ветер, дующий с севера;4;6;10;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;10,0;3,8;;;;;;
13.05.2021 12:00;8,4;756,4;761,1;0,9;76;Ветер, дующий с северо-северо-востока;3;4;;100%.;Ливневый(ые) дождь(и). ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50,0;4,3;;;;;;
13.05.2021 09:00;9,2;755,5;760,1;-0,7;73;Ветер, дующий с юго-юго-запада;1;2;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;5,7;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;50,0;4,6;0,4;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
13.05.2021 06:00;6,1;756,2;760,9;-1,0;81;Ветер, дующий с юго-запада;2;3;5;100%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;5,7;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50,0;3,0;0,4;12;;;;
13.05.2021 03:00;6,2;757,2;761,8;-1,3;82;Ветер, дующий с юго-юго-запада;4;5;9;100%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;20,0;3,3;;;;;;
13.05.2021 00:00;6,2;758,5;763,2;-1,3;85;Ветер, дующий с юго-юго-запада;6;9;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;20,0;3,9;;;;;;
12.05.2021 21:00;7,5;759,8;764,5;-1,1;67;Ветер, дующий с юга;3;5;8;100%.; ;;;;10,2;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;20,0;1,7;Осадков нет;12;;;;
12.05.2021 18:00;9,0;760,9;765,6;-1,1;63;Ветер, дующий с востоко-юго-востока;4;;7;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;20,0;2,3;Осадков нет;12;;;;
12.05.2021 15:00;8,4;762,0;766,6;0,4;64;Ветер, дующий с юга;3;5;5;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;20,0;2,0;;;;;;
12.05.2021 12:00;6,5;761,6;766,3;0,9;79;Ветер, дующий с юга;2;3;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;20,0;3,0;;;;;;
12.05.2021 09:00;5,3;760,7;765,4;1,6;84;Ветер, дующий с запада;1;1;;100%.; ;;;3,9;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;300-600;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;20,0;2,8;0,3;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
12.05.2021 06:00;3,9;759,1;763,9;2,0;89;Ветер, дующий с севера;1;3;6;100%.; ;;;3,9;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;90  или более, но не 100%;200-300;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;20,0;2,3;1;12;;;;
12.05.2021 03:00;4,4;757,1;761,8;2,4;90;Ветер, дующий с северо-запада;3;4;8;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Дождь.;Туман или ледяной туман или сильная мгла.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;300-600;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;20,0;2,9;;;;;;
12.05.2021 00:00;6,4;754,7;759,4;1,6;92;Ветер, дующий с юго-запада;3;4;6;100%.;Дождь (незамерзающий) неливневый. ;Дождь.;Туман или ледяной туман или сильная мгла.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;300-600;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;20,0;5,2;;;;;;
11.05.2021 21:00;5,8;753,1;757,7;-0,1;95;Ветер, дующий с юго-юго-запада;3;5;6;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;9,4;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;100-200;Высокослоистые непросвечивающие или слоисто-дождевые.;;2,0;5,1;3;12;;;;
11.05.2021 18:00;6,1;753,2;757,9;-2,0;91;Ветер, дующий с юго-запада;1;3;7;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;4,7;2;12;;;;
11.05.2021 15:00;7,4;755,2;759,8;-0,8;76;Ветер, дующий с юга;2;4;;100%.;Дождь (незамерзающий) неливневый. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;20,0;3,4;;;;;;
11.05.2021 12:00;9,1;756,0;760,6;-0,9;58;Ветер, дующий с юга;4;6;7;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;50,0;1,1;;;;;;
11.05.2021 09:00;7,3;756,9;761,5;0,2;68;Ветер, дующий с юга;3;4;6;90  или более, но не 100%; ;;;3,4;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50,0;1,7;Следы осадков;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.;Снежный покров не постоянный.
11.05.2021 06:00;4,7;756,7;761,5;0,7;75;Ветер, дующий с юго-юго-запада;4;5;6;90  или более, но не 100%; ;;;3,4;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50,0;0,6;0,1;12;;;;
11.05.2021 03:00;4,0;756,0;760,7;0,8;77;Ветер, дующий с юго-юго-запада;2;4;5;50%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.;20,0;0,3;;;;;;
11.05.2021 00:00;3,7;755,2;759,9;0,4;85;Ветер, дующий с юго-юго-запада;3;3;7;60%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;20,0;1,4;;;;;;
10.05.2021 21:00;5,8;754,8;759,4;1,3;75;Ветер, дующий с запада;3;5;14;90  или более, но не 100%;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;12,1;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;300-600;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;20,0;1,6;0,1;12;;;;
10.05.2021 18:00;9,3;753,5;758,1;0,8;47;Ветер, дующий с юго-запада;6;9;14;70 – 80%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).;Перистых, перисто-кучевых или перисто-слоистых нет.;50,0;-1,5;Осадков нет;12;;;;
10.05.2021 15:00;11,5;752,7;757,3;0,8;30;Ветер, дующий с западо-юго-запада;5;11;17;90  или более, но не 100%;Осадки в поле зрения, не достигающие поверхности земли или моря поблизости. ;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;50,0;-5,4;;;;;;
10.05.2021 12:00;9,5;751,9;756,4;0,7;33;Ветер, дующий с западо-юго-запада;7;;15;20–30%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50,0;-6,3;;;;;;
10.05.2021 09:00;7,4;751,2;755,8;0,2;42;Ветер, дующий с юго-запада;7;;;Облаков нет.; ;;;1,9;;;;;;;50,0;-4,7;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.;Снежный покров не постоянный.
10.05.2021 06:00;3,6;751,0;755,6;0,3;57;Ветер, дующий с юго-запада;5;7;9;10%  или менее, но не 0; ;;;1,9;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50,0;-4,2;Осадков нет;12;;;;
10.05.2021 03:00;2,5;750,7;755,5;0,6;54;Ветер, дующий с юго-юго-запада;4;6;6;20–30%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50,0;-6,0;;;;;;
10.05.2021 00:00;3,4;750,1;754,7;0,5;57;Ветер, дующий с юго-юго-запада;3;4;;20–30%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50,0;-4,5;;;;;;
09.05.2021 21:00;6,7;749,6;754,3;0,4;41;Ветер, дующий с западо-юго-запада;3;4;;20–30%.; ;;;;9,0;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50,0;-5,8;Осадков нет;12;;;;
09.05.2021 18:00;8,8;749,2;753,7;0,3;36;Ветер, дующий с запада;2;4;5;20–30%.; ;;;;;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50,0;-5,7;Следы осадков;12;;;;
09.05.2021 15:00;6,8;748,9;753,5;0,4;40;Ветер, дующий с северо-запада;2;3;6;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50,0;-6,0;;;;;;
09.05.2021 12:00;4,2;748,5;753,1;0,2;61;Ветер, дующий с запада;3;5;5;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;50,0;-2,7;;;;;;
09.05.2021 09:00;1,7;748,3;753,1;-0,6;84;Ветер, дующий с северо-северо-запада;2;4;6;100%.;Состояние неба в общем не изменилось. ;Снег или дождь со снегом.;Облака покрывали более половины неба в течение всего соответствующего периода.;0,1;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;20,0;-0,7;0,9;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.;Снежный покров не постоянный.
09.05.2021 06:00;0,3;748,9;753,6;-1,5;94;Ветер, дующий с севера;5;6;6;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег или дождь со снегом.;Облака покрывали более половины неба в течение всего соответствующего периода.;0,1;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";60%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;-0,5;0,9;12;;;;
09.05.2021 03:00;1,9;750,4;755,1;-0,6;76;Ветер, дующий с востока;3;4;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые просвечивающие.;;20,0;-1,9;;;;;;
